Name,Weight (lbs),Height (inches)
"Zimny, Bob",233,73
"Clark, Le'Raven",319,77
"Fleps, Pete",236,73
"Mack, Khalil",250,75
"Lewis, Marcus",295,75
"Lee, Buddy",215,76
"Carter, Daryl",222,74
"Lamme, Buck",180,74
"Glenn, Cody",240,72
"Harris, Nigel",190,72
"Oltz, Russ",210,72
"Beamer, Tim",190,71
"Ivanov, Sergey",218,75
"Davison, Andrew",185,71
"Nicholson, Donte",216,73
"Davis, Harrison",219,76
"Eiden, Jim",185,68
"Washington, Charles",192,70
"Harrell, Rick",238,75
"Reynolds, Rob",242,75
"O'Neal, Oren",245,71
"Andruzzi, Joe",315,75
"Wilson, Damien",243,73
"Kendricks, Eric",232,72
"Parker, Andy",244,77
"Griffey, Trey",192,75
"Gersbach, Carl",230,73
"Evans, Jordan",233,74
"Glassman, Frank",210,72
"Benjamin, Travis",175,70
"Baynham, Craig",203,73
"Atterberry, Zac",186,74
"Urenda, Herm",182,72
"Zoll, Marty",185,68
"Malano, Mike",304,74
"Gamble, Darryl",255,74
"Thompson, Norm",180,73
"Paul, Niles",242,73
"Jenkins, Brandon",251,74
"Anderson, Stuart",238,73
"Davis, Pahl",185,70
"Schmitz, Bob",240,73
"Scott, Willie",245,76
"Gabriel, Roman",220,77
"Silberman, Ian",306,77
"Timmons, Tyrone",220,76
"Goad, Tim",280,75
"Johnson, Ron",255,77
"Lindsey, Menz",165,66
"Thomas, Hollis",340,72
"Cassidy, null",,
"Olenski, Mitch",222,75
"Lamana, Pete",210,71
"Davis, Brian",190,74
"Sanzenbacher, Dane",184,71
"Worrilow, Paul",230,72
"Carthon, Ran",218,72
"Johnson, Dan",240,75
"Horton, Wes",265,77
"Adams, Johnny",177,71
"Thomas, Curtland",185,72
"Lee, Herman",244,76
"Hackenberg, Christian",228,76
"Lindsay, Everett",302,76
"Fields, Angelo",321,78
"Capp, Dick",240,76
"Figaro, Cedric",242,75
"Oliver, Frank",194,73
"Norwood, Jordan",180,71
"Barnhardt, Tommy",228,74
"Jerich, Mike",295,77
"Farmer, Teddy",175,71
"Overton, Matt",243,73
"Campbell, Mark",290,73
"Sharpe, Shannon",228,74
"Emanuel, Charles",196,72
"Seasholtz, George",185,68
"Nix, Emery",180,71
"Kaufusi, Bronson",285,78
"Harvey, Claude",225,76
"Zgonina, Jeff",285,74
"Crossan, Dalton",205,71
"Hammerstein, Mike",270,76
"Madigan, John",185,72
"DeStefano, Fred",195,
"Glenn, Terry",196,71
"Anderson, Tim",205,72
"Ware, Charlie",245,75
"Alexis, Alton",184,72
"Cheatham, Lloyd",211,74
"Bayley, John",185,71
"Lee, Donald",248,76
"Bond, Deyshawn",287,74
"Davis, Kellen",265,79
"Gibbons, Ryan",318,76
"Glowinski, Mark",310,76
"Chickillo, Nick",220,71
"Keseday, Bob",225,76
"Manos, Sam",265,75
"Kelly, Jeff",212,73
"Searcey, Bill",281,73
"Davis, Andre",330,75
"Kay, Rick",235,76
"Aboushi, Oday",308,77
"Treggs, Bryce",185,70
"Haggan, Mario",274,75
"Session, Clint",248,69
"Urbanek, Jim",270,76
"Barnes, Pete",239,73
"DeVan, Kyle",306,74
"Keyes, Leroy",208,75
"Rhodes, Danny",220,74
"Harris, Leonard",162,68
"Euhus, Tim",256,77
"Elliott, Blake",215,74
"Davis, Will",257,74
"Flick, Tom",190,74
"Bates, D'Wayne",215,74
"Keating, Tom",247,74
"Glacken, Scotty",190,72
"Kaczur, Nick",315,76
"Webber, Harry",173,
"Garnett, Scott",271,74
"Kouandjio, Arie",325,77
"Jackson, Joe",225,73
"Nicholas, Nigel",269,75
"Zupek, Al",205,73
"Civiletto, Frank",180,69
"Jackson, Randy",250,77
"Sanders, Jack",219,72
"Wall, Jamar",202,70
"Williams, Tourek",262,76
"McDonald, Adrian",190,69
"Moore, Sio",245,73
"Mandeville, Chris",213,73
"Cannida, James",305,74
"Fahay, John",189,72
"Taylor, Brandon",205,71
"Goldston, Ralph",195,71
"Zecher, Rich",255,74
"Walker, Ramon",212,72
"Nixon, James",186,72
"Ginn, Ted",180,71
"Harmon, Jason",214,74
"Dempsey, Tom",255,74
"Barbaro, Gary",203,76
"Johnson, Darius",175,70
"Lee, Marqise",200,72
"Samson, Michael",294,75
"Anderson, Jamaal",280,78
"Fisher, Ev",205,71
"Albea, Troy",215,71
"Andersen, Jason",315,78
"Noga, Al",259,73
"Sexton, Brent",190,73
"Yeatman, Will",315,78
"Kobolinski, Steve",170,68
"Spelman, Mark",290,75
"Glaze, Charles",200,71
"Walker, Robert",197,70
"Thompson, Woody",228,73
"Vaughn, Tom",190,71
"Smith, Teidrick",240,73
"Nixon, Mike",181,71
"Gordon, Darrien",190,71
"Paine, Homer",235,72
"Fanning, Stan",270,79
"Chappell, Devin",199,74
"Forst, Dutch",195,68
"Nomellini, Leo",259,75
"Cibulas, Joe",220,72
"McDonald, Dewey",220,72
"Hamilton, Adrian",255,75
"Lavette, Robert",190,71
"Leman, Jeremy",240,74
"Tate, Adam",239,73
"Isom, Ray",190,69
"Johnson, Manuel",203,71
"Goines, Eddie",186,72
"Picard, Bob",195,73
"Plank, Earl",174,
"Bandura, John",206,72
"Maulet, Arthur",190,71
"Valoaga, Jeremiah",245,77
"Young, Billy",210,70
"Harding, Greg",197,74
"Gay, Benjamin",227,73
"Davis, Elgin",192,70
"Hardman, Cedrick",255,75
"Rice, Denzel",196,72
"Phelan, Bob",185,71
"Rhone, Earnest",220,74
"Osemele, Kelechi",330,77
"Arapostathis, Evan",160,69
"Parker, Willie",212,70
"Jackson, Chris",202,72
"Foley, Tim",194,72
"Ajayi, Jay",229,72
"Garvey, Hec",235,73
"Lindeman, A.J.",300,78
"Washington, John David",208,69
"Akra, Daunte",227,74
"Glaud, Ka'Lial",220,74
"Carson, Carlos",180,71
"Giguere, Samuel",218,71
"Warlick, Ernie",235,75
"Ozier, Kevin",200,74
"Van Sloten, Brett",300,77
"Taylor, Trent",181,68
"Reed, Tyler",305,77
"Baniewicz, Mark",304,78
"Riggs, Jim",245,77
"Padlow, Max",199,73
"Reed, Alvin",235,77
"Robinson, Keenan",238,75
"Carter, Allen",208,71
"Westfall, Bob",190,68
"Anderson, Trevor",241,72
"Netherton, Bill",180,71
"Daniels, Jessie",216,71
"Seitz, Warren",217,76
"Eaton, Chad",303,77
"Dickey, Lynn",214,75
"Ellis, Devale",174,70
"Elling, Aaron",201,74
"Lambert, Gordon",245,77
"Veingrad, Alan",277,77
"DeLong, Steve",252,74
"Nelson, Derrie",236,74
"Ashworth, Tom",306,78
"Hamler, Jamel",195,74
"Fiedler, Jay",225,74
"Andabaker, Rudy",196,71
"Benn, Arrelious",222,74
"Oliver, Clancy",183,73
"Ned, Larry",217,71
"Reckmack, Ray",200,72
"Lucas, Marcus",235,76
"Schottel, Ivan",204,74
"Thomas, Jason",325,76
"DeLuca, Tony",250,76
"Laakso, Eric",265,76
"Hageman, Ra'Shede",318,78
"Parmer, Jim",193,72
"Martin-Oguike, Praise",250,74
"Harris, Darryl",178,70
"Kerner, Marlon",187,70
"Dural, Travin",206,73
"Yablock, Izzy",172,70
"Garbarczyk, Tony",275,76
"Cadwell, John",230,75
"Reece, Danny",190,71
"Beil, Larry",235,74
"Carter, Joe",201,73
"Isselhardt, Ralph",205,73
"Ware, D.J.",225,72
"Tapeh, Thomas",243,73
"Echols, Terry",220,72
"Chapas, Shaun",241,74
"Thomas, Pat",183,69
"Hall, Deiondre'",201,74
"Darrington, Chris",180,70
"Emslie, Red",,
"Adams, Neal",195,75
"Glatz, Fred",200,73
"Ehlers, Tom",218,74
"Weaver, Leonard",250,72
"Ballard, Quinton",289,75
"Morgan, Drew",190,72
"Owens, Terrell",224,75
"Pinkins, Eric",230,75
"Casper, Dave",240,76
"McCauley, Don",211,73
"Jacoby, Joe",295,79
"Caldwell, Mike",235,74
"Jacobs, Jack",186,73
"Mathys, Charlie",165,70
"Vega, Jason",255,76
"Maginnes, Dave",165,70
"DiMichele, Adam",202,73
"Mayhew, Lindy",223,73
"Thomas, Robert",235,72
"Poehls, William",334,80
"Tinsley, Buddy",245,76
"Ware, Lenny",195,73
"Van Wagner, James",202,72
"Abramson, George",198,67
"Harris, Chris",257,77
"Golden, Markus",260,75
"Lassic, Derrick",205,70
"Chambers, Rusty",218,73
"Tandy, Keith",205,70
"Johnson, Andy",204,72
"Jones, Adam",180,70
"Detmer, Koy",195,73
"Tolar, Charley",200,65
"Johnson, Holbert",180,69
"Martin, Curtis",210,71
"Becton, Nick",322,78
"Peterson, Todd",180,71
"Israel, Steve",197,71
"Fenner, Derrick",240,71
"Reed, Frank",193,71
"Walen, Mark",265,77
"Alexander, Mackensie",192,70
"Rhett, Errict",211,71
"Garrett, J.D.",195,71
"Dean, Floyd",236,76
"Ray, Terry",205,73
"Wilfork, Vince",325,74
"Hamilton, Conrad",185,70
"Marek, Jodie",182,71
"Clay, Kaelin",200,70
"Terrell, David",190,73
"Zimmerman, Giff",180,70
"Wilson, Eric",225,74
"Reem, Matt",270,78
"Manuel, Marquand",213,72
"Sapp, Patrick",258,76
"Pipkins, Ondre",315,75
"Goolsby, Shag",185,74
"Glassman, Morris",166,70
"Martin, Blanche",195,72
"Seal, Paul",222,76
"Marsh, Cassius",245,76
"Kaumeyer, Thom",187,71
"France, Doug",270,77
"Quinn, Brady",235,75
"Olsson, Les",232,72
"Gould, Robbie",190,72
"Amos, Anthony",178,71
"Taylor, Jason",244,78
"Banfield, Tony",185,73
"Alford, Gene",180,69
"Johnson, Jeramie",213,71
"Pierre, Joe",185,72
"Baker, Josh",244,75
"Scott, Bobby",201,73
"Katalinas, Leo",240,74
"Taylor, Jamar",192,71
"Aska, Joe",240,71
"Geddes, Bob",240,74
"Detwiller, John",190,68
"Felker, Gene",198,73
"Anelli, Mark",265,75
"Daum, Michael",256,78
"Kerin, Zac",305,77
"Amundson, George",215,75
"Coleman, Xavier",190,71
"James, Charles",185,69
"Oliver, Winslow",200,67
"Feagin, Wiley",235,74
"Jenkins, Jared",215,76
"Feasel, Grant",255,79
"Paris, Steve",201,72
"Taylor, David",260,76
"Tannen, Steve",194,73
"Ricard, Alan",237,71
"Yezerski, John",240,76
"Gavin, Buck",179,70
"LeVias, Jerry",177,69
"Casey, Pete",180,70
"Cardona, Joe",245,75
"Sacco, Frank",240,76
"McCall, Bob",205,72
"Madaris, Monty",198,73
"Davis, Wendell",246,74
"Ellington, Andre",199,69
"Pickard, Bob",190,72
"Hammond, Steve",225,76
"Wynn, Shane",159,66
"Mayl, Gene",198,74
"Peterson, Kenny",295,75
"Rachal, Chilo",323,77
"Scott, Guss",205,70
"Hall, Max",205,73
"Armstrong, Trace",275,76
"Gary, Cleveland",226,72
"King, Jeff",260,75
"Goethel, Travis",255,74
"Scaife, Bo",249,75
"Bachman, Jay",250,75
"Kichefski, Walt",212,73
"Randle, Chris",198,71
"Andrews, Mitch",239,74
"Oliver, Darryl",195,70
"Cartwright, Rock",215,68
"Rakoczy, Gregg",290,78
"Bell, Cameron",252,74
"Weaver, Gary",224,73
"Lawson, Nevin",192,69
"Ojomo, Adewale",270,76
"Null, Keith",219,76
"Jackson, Noah",267,74
"Nikolao, Harrison",310,75
"Lane, Lew",180,70
"Vinnedge, Billy",202,73
"Mathews, Ray",185,72
"Hall, John",220,73
"Babineaux, Jordan",210,72
"Lawrence, Henry",272,76
"Haines, By",185,71
"Pacewic, Vince",205,73
"Jeffrey, Neal",180,73
"Wells, Jonathan",252,73
"Santella, Anthony",190,74
"Schiechl, John",244,74
"Adams, Chester",325,76
"Reddick, Haason",230,73
"Urban, Jerheme",207,75
"Lewis, Dion",195,68
"Koegel, Vic",215,72
"Bailey, Edwin",265,76
"Abrams, Kevin",170,68
"Roberson, Lake",210,73
"Ellis, Herb",205,74
"Schmidt, Roy",248,75
"Yell, Ronnie",188,70
"Samuels, Terry",254,74
"Odomes, Nate",188,70
"Harris, Tuff",198,72
"Tiffin, Van",155,69
"Gentry, Curt",185,72
"Walker, Mike",190,72
"Acho, Sam",260,75
"Amato, Ken",240,74
"Hall, Corey",198,75
"Hardy, Larry",234,75
"Jarvis, Curt",266,74
"Pirsig, Jonah",309,81
"Farley, Scott",205,74
"Atkins, Pervis",230,73
"Flowers, Charlie",220,73
"Allen, Armando",190,68
"Eakin, Kay",180,72
"Jackson, Leroy",198,72
"Beckley, Art",180,70
"Hill, Taysom",220,74
"Nesser, Chuck",195,74
"Danmeier, Rick",194,72
"Webb, Davis",229,77
"Sanders, Paul",192,71
"Te'o-Nesheim, Daniel",263,75
"Harrison, Vic",184,69
"Hamlin, Ken",208,74
"Taylor, Chris",224,72
"Navarre, Jeremy",279,75
"Thorpe, Craphonso",187,72
"Jordan, Michael",200,72
"Jones, Christian",251,75
"Sam, Lorne",220,75
"Jackson, Roland",210,72
"Perrotti, Mike",243,75
"Jackson, Brandon",215,70
"Campbell, Mark",260,78
"Jensen, Russ",215,74
"Office, Kendrick",270,77
"Nolting, Ray",188,71
"Harris, Cliff",180,71
"Rogers, Chester",180,73
"Hennessy, Thomas",236,75
"Armstrong, Ray",235,73
"Harris, Randall",296,75
"Taylor, Charrod",286,74
"Young, Chad",240,70
"Dellinger, Larry",204,71
"Washington, John",160,69
"Fields, Ronald",314,74
"Schuette, Carl",206,73
"Attaochu, Jeremiah",252,75
"Klemm, Adrian",318,76
"Layden, Bob",215,74
"Fisher, Elvis",300,77
"Sauter, Cory",216,76
"Habersham, Shoun",180,70
"Green-Thompson, Shaq",230,72
"Hubbard, Chris",295,76
"Klingel, John",267,75
"Dennis, Guy",255,74
"Scott, Ronald",200,71
"Ciurciu, Vinny",240,72
"Franklin, Willie",195,74
"Ingram, Clint",240,74
"Senser, Ryan",227,75
"Flowers, Richmond",180,72
"Richie, David",280,76
"Webster, Larry",315,77
"Whelihan, Craig",220,77
"Heyward, Cameron",295,77
"Fogg, Kevin",185,70
"Anderson, Ken",310,75
"Liles, Alva",255,75
"Schouman, Derek",223,74
"Zandofsky, Mike",305,74
"Jackson, Larry",185,
"Fowler, Wayne",260,75
"Blake, Valentino",198,69
"Gauer, Charlie",213,74
"Sawyer, Herm",170,68
"James, June",227,73
"Pinkett, Allen",181,69
"Nygren, Bernie",193,69
"Forte, Matt",218,74
"Nelson, Corey",226,73
"Gage, Justin",204,76
"Evans, Jon",205,76
"Kirtman, David",238,72
"Wesley, Joe",229,73
"English, Larry",255,74
"Ginn, Hubert",185,70
"Bradham, Nigel",241,74
"Thomas, J.T.",180,70
"Carlson, Jeff",215,75
"Perry, Chris",224,72
"Nagel, Ross",234,76
"Lynch, Cameron",229,72
"Feller, Happy",185,71
"Chalmers, George",196,72
"Reiter, Austin",307,75
"Torain, Ryan",220,72
"Bouka, Elie",205,73
"Chambers, Derrick",317,76
"Baker, Frank",182,74
"Lipscomb, Gene",284,78
"Jenkins, Melvin",170,70
"Koppen, Dan",300,74
"Jones, Cardale",250,77
"Dean, Hal",205,72
"Hart, Bobby",334,76
"Jackson, Janzen",190,73
"Demps, Jeff",191,67
"Topor, Ted",210,73
"George, Steve",265,77
"Fortunato, Joe",225,73
"Kees, Ryan",275,78
"Tonelli, Tony",210,72
"Farley, John",202,70
"Urban, Brent",300,79
"Yarborough, Ryan",195,74
"Pearlman, Red",195,72
"Nunley, Jeremy",278,77
"Dillon, Terry",193,72
"Perkins, Justin",186,70
"Innocent, Dou",212,71
"Young, George",214,75
"Harris, Sean",252,75
"Tereshinski, John",245,75
"Gaither, Omar",235,74
"Thompson, Vince",230,72
"Marshall, Al",190,74
"Jean-Gilles, Max",320,75
"Samuda, Josh",315,75
"Johnson, Chase",330,80
"Quirk, Ed",231,73
"Shackelford, Sonny",188,73
"Salscheider, Jack",185,70
"Olszewski, Al",185,74
"Davis, Glenn",180,72
"Santi, Tom",250,75
"Lensing, Vince",200,72
"Fargas, Justin",220,73
"Hartman, Bill",188,72
"Gilbert, David",254,76
"Maddux, Jeff",320,77
"Andersen, Morten",225,74
"Askew, Chad",200,76
"Roberts, Seth",195,74
"McKinnon, Jerick",205,69
"Williams, K'Waun",183,69
"Malone, Antonio",187,72
"Barnett, Nick",228,74
"Edge, Shayne",180,71
"Iglehart, Floyd",197,76
"Lee, Cameron",312,77
"Cabrinha, Augie",170,69
"Richardson, Jess",261,74
"Vaccaro, Kenny",214,72
"Saxton, Jimmy",173,71
"Beckles, Ian",310,73
"Richardson, Grady",225,76
"Settle, John",207,69
"Jennings, Jim",195,75
"Baker, Eugene",183,74
"Feather, Tiny",197,72
"Cannon, Mark",258,75
"Martin, Vern",195,70
"Nutter, Buzz",230,76
"Dennard, Preston",185,73
"Nori, Reino",167,68
"Banta, Jack",191,71
"Holtz, J.P.",240,75
"Evans, Chuck",245,73
"Murphy, Marcus",195,69
"Johnson, Pike",185,71
"Ceresino, Gordy",224,72
"Norwell, Chris",303,78
"Schilens, Chaz",225,76
"Martinkovic, John",241,75
"Reese, Lloyd",240,74
"Smith, Derron",200,70
"Shanley, null",214,
"Flanagan, Dick",216,72
"Walsh, John",215,76
"Ellison, Kevin",221,73
"Catlin, Tom",213,73
"Anderson, Curtis",250,78
"Mason, Mike",187,71
"Brown, Anthony",192,71
"Farrell, Mike",306,78
"Baty, Greg",241,77
"Erickson, Alex",195,72
"Jameson, Larry",270,79
"Waite, Will",200,74
"Carman, Ed",199,71
"Kerns, John",243,75
"Pellegrini, Joseph",258,76
"Rankins, Sheldon",305,74
"Scully, John",262,78
"Phillips, Dashaun",190,71
"Gavric, Momcilo",167,70
"Uzdavinis, Arturo",305,79
"Evans, Vince",215,74
"Wedel, Dick",205,71
"Reilly, Dameon",180,71
"Gooch, Jeff",226,71
"Banks, Chuck",225,74
"Jankovich, Keever",215,72
"Carmon, James",320,79
"Smith, Za'Darius",275,76
"Saindon, Pat",273,75
"Kitson, Syd",258,76
"Dils, Steve",190,73
"Johnson, Cornelius",245,74
"Harden, Lee",195,71
"Marz, Tyler",316,79
"Young, Al",195,73
"Matthews, Chris",228,77
"McNary, Josh",251,72
"Terlep, George",180,70
"Acholonu, D.D.",339,74
"Bartel, Richard",230,76
"Barkum, Jerome",218,75
"Lambert, Frank",200,75
"Zukauskas, Paul",320,77
"Jefferson, Shawn",185,71
"Geri, Joe",185,70
"Keeble, Joe",190,72
"Gouveia, Kurt",240,73
"Dixon, Al",230,77
"Young, Willie",265,72
"Harrison, Bob",225,74
"Ebli, Ray",210,75
"Wells, Justin",325,76
"Reynolds, Micajah",330,77
"Davis, Preston",180,71
"Gant, Earl",207,72
"Tant, Jay",254,75
"Boulware, Ben",238,72
"Steen, Anthony",313,75
"Mabry, Mike",295,73
"Leverette, Otis",278,79
"Davis, Ray",198,73
"Thompson, Carlos",243,77
"Jackson, Bo",227,73
"Harris, Larry",274,75
"Williams, Brandon",200,71
"Andrews, Billy",220,72
"Nonnenmaker, Ike",175,68
"Ellender, Rich",171,71
"Ford, Bernard",168,69
"Meredith, Cameron",207,75
"Everett, Jim",212,77
"Basler, Kyle",238,75
"Johnson, Ken",253,77
"Gay, Everett",209,74
"Vick, Dick",167,69
"Lewis, Gary",225,75
"Fields, Joe",201,72
"Weatherall, Jim",245,76
"Harris, Ike",210,75
"Koloamatangi, Leo",276,77
"Kent, Greg",275,78
"Iwuoma, Chidi",184,69
"Ioannidis, Matthew",308,75
"Ulbrich, Jeff",240,72
"Adams, Phillip",195,71
"Schumacher, Gregg",240,74
"Barrett, Reggie",214,75
"Carter, Ross",238,72
"Jones, Tevin",225,74
"Yablonski, Vinnie",195,68
"Session, Tray",195,74
"Kahler, Royal",226,74
"O'Neill, Pat",200,73
"Walls, Wesley",240,77
"Falaschi, Nello",195,72
"Tereshinski, Joe",215,74
"Osiecki, Sandy",202,77
"Raymond, Mistral",202,73
"Dibble, Dorne",195,74
"Pittman, David",185,71
"Annen, Blake",247,76
"Zoll, Carl",215,69
"Oldenburg, Clint",305,77
"Hare, Brian",192,75
"Lemon, Orie",242,73
"Ball, Dave",255,77
"Konopasek, Ed",289,78
"Underwood, Dimitrius",312,78
"Davis, Chris",225,73
"Garmon, Kelvin",350,74
"Ramsey, Jalen",211,73
"Thomas, Russ",237,75
"Voigt, Walter",200,68
"Glick, Fred",195,73
"Fletcher, London",242,70
"Righetti, Joe",253,74
"Knight, Charlie",200,74
"Yelk, Tony",205,73
"O'Connor, Tom",190,73
"Callicutt, Ken",190,72
"Dennis, Mike",190,70
"Matthews, Rishard",217,72
"Schmidt, George",230,74
"Fichman, Leon",215,73
"Taylor, Johnny",237,76
"Belk, Rocky",187,72
"Terry, Rick",302,76
"Johnson, Dirk",210,72
"Benjamin, Kelvin",245,77
"Ware, DeMarcus",258,76
"Bartlewski, Rich",250,77
"Hughes, John",320,74
"Cancik, Phil",228,73
"Johnson, Chuckie",310,76
"Newman, Keith",250,74
"Garrett, Keyarris",215,75
"Kelley, Bill",195,74
"Atoe, Ryan",315,74
"Terry, Tim",240,74
"Jackson, Charlie",180,71
"Eason, Roger",227,74
"Gant, Horace",214,75
"Samson, Seneca",160,68
"Alvers, Steve",240,76
"East, Ron",250,76
"Cain, J.V.",224,76
"Knox, Daryl",220,75
"Adeniji, Damola",215,75
"Marshall, Craig",280,76
"Hightower, Lee",200,74
"Linam, Josh",237,75
"Saffer, Mike",302,77
"Phillips, Joe",317,77
"Koart, Matt",257,77
"Thomas, Dee",176,70
"Lunt, Wes",225,77
"Disend, Leo",224,74
"Foruria, John",205,74
"Evans, Reggie",201,71
"Mulligan, Matthew",267,76
"Washington, Gene",208,75
"Fanene, Jonathan",285,76
"Harrison, Dennis",275,80
"Beauchamp, Joe",188,72
"Unamba, Don",196,72
"Davey, Don",265,76
"Bell, Bob",250,76
"Remington, Bill",185,73
"Hawkins, Andrew",180,67
"Schumacher, Kurt",252,75
"Ledbetter, Doc",190,70
"DeLoach, Ralph",255,77
"Owens, Chad",188,67
"Laird, Bruce",193,72
"Jackson, Tim",192,71
"Pincura, Stan",175,71
"Harris, Nate",230,72
"Zombo, Frank",254,75
"Way, Tress",225,73
"Barber, Marion",224,75
"Glover, Phil",241,71
"Ellison, Riki",220,74
"Washington, Lorenzo",291,76
"Mahrt, Lou",178,71
"Tate, Ben",220,70
"Lewis, Roger",196,72
"Schindler, Steve",256,75
"Tait, Art",205,71
"Carter, Rodney",218,72
"Alexander, Charles",224,73
"Talley, Ben",248,75
"Diaz-Infante, David",295,75
"Peterson, Marty",272,77
"Kwiatkoski, Nick",242,74
"Randall, Bryan",218,73
"Phillips, Randy",210,73
"Epps, Dwan",242,73
"Calhoun, Mike",260,76
"Replogle, Adam",294,75
"Baker, Antonio",210,71
"Tolzien, Scott",213,74
"Deeks, Don",238,76
"Tabb, Jack",250,75
"Arnold, Jahine",185,72
"Shanle, Scott",245,74
"Magner, Cole",196,74
"Jackson, Marlion",240,74
"Bankston, Warren",235,76
"Kanicki, Jim",270,76
"Anzalone, Alex",240,75
"Rafferty, Vince",285,76
"Harris, Erick",208,71
"Campbell, Sonny",192,71
"Leopold, Bobby",215,73
"Sally, Jerome",267,75
"Wells, Don",200,74
"Richardson, Wally",225,76
"Riley, Avon",230,75
"Harrison, James",242,72
"Gehring, Mark",235,76
"Gerhart, Toby",235,72
"Ringer, Javon",213,69
"Albright, Alex",254,77
"Haas, Bob",,
"Young, Walter",220,76
"Taylor, Jim",214,72
"Lentz, Jack",190,72
"Baker, Jeff",215,75
"Dawley, Fred",190,69
"Kelley, Ethan",338,74
"Barnes, Johnnie",185,73
"Jackson, Vincent",230,77
"Simmons, Justin",202,74
"Francies, Chris",193,73
"Newhouse, Robert",209,70
"Lamp, Forrest",300,76
"Lewis, Monte",241,75
"Peavey, Jack",260,74
"Collins, Maliek",311,74
"Jackson, Malik",230,74
"Wenig, Obe",185,69
"Taylor, Lawrence",237,75
"Gonzalez, Anthony",193,72
"Gardin, Ron",180,71
"Vaughan, Ruben",261,74
"Rice, George",260,75
"Walton, Whip",225,74
"Rafferty, Tom",256,75
"McKinney, Benardrick",260,76
"Knox, Kevin",195,75
"Schuehle, Jake",196,72
"Johnson, Albert",190,69
"Beekman, Josh",310,74
"Lucas, Cornelius",330,81
"Davis, Titus",200,73
"Allen, Asher",194,69
"Scott, Herbert",254,74
"Cumberland, Jeff",260,76
"James, Robert",184,73
"Barnes, Jason",210,75
"Perry, Fred",215,75
"Bell, Greg",210,70
"Mattes, Ron",285,78
"Johnson, Lawrence",204,71
"Zuidmulder, Dave",175,70
"Lindley, Ryan",232,75
"Schmidt, John",210,75
"Goode, Irv",255,77
"Deskins, Don",240,75
"Planansky, Joe",250,76
"Chinasa, Ugo",252,77
"Gillespie, Robert",190,69
"Gold, Ian",223,72
"Phillips, Jess",210,73
"Watson, Derek",212,72
"Clinton-Dix, Ha Ha",208,73
"Harris, Johnnie",210,72
"West, Chastin",217,73
"Nichols, Matt",222,74
"Belden, Bunny",173,68
"Ogbah, Emmanuel",275,75
"Novacek, Jay",234,76
"Johnson, Michael",207,74
"Saltz, Lee",200,73
"Cameron, Jack",182,72
"Sarboe, Phil",167,70
"Mayes, Carl",190,72
"Randle, Rueben",208,74
"Nelson, Jordy",217,75
"Denmark, Clarence",185,71
"Holden, Will",312,79
"Wallace, C.J.",205,72
"Cason, Jim",171,72
"Garlich, Chris",220,73
"Paul, Don",228,73
"Mangiero, Dino",265,74
"Jeter, Gene",235,75
"Anderson, Todd",267,73
"Harvey, James",265,75
"Weaver, Buck",235,76
"Andrako, Steve",210,72
"Ford, Dee",252,74
"Scott, Wilbert",215,72
"Mavraides, Menil",235,73
"Allen, Brian",232,72
"Kendall, Pete",286,78
"Coleman, Deandre",341,77
"Destin, John",195,72
"Gates, Clyde",197,72
"Johnson, Darrius",185,69
"Allen, Tremayne",234,74
"Thuney, Joe",305,76
"Patterson, Cordarrelle",220,74
"Thompson, Chaun",250,74
"Walker, Sammy",203,71
"Waddell, Bennitte",308,77
"Foster, D.J.",195,72
"Ecker, Tyler",246,78
"Davis, Paschall",225,74
"Perkins, Ray",242,77
"Pease, Brent",201,74
"Ledbetter, Jeremiah",280,75
"West, Bob",218,76
"Little, Dave",240,74
"Alexander, Lorenzo",245,73
"Harris, Amos",175,71
"Gorrill, Flop",178,71
"Hanson, Chris",202,74
"Oben, Roman",305,76
"Pawelek, Joe",237,74
"Harris, Tony",190,74
"Winston, Jameis",231,76
"Anderson, Robby",190,75
"Matteo, Frank",194,71
"Ingram, Melvin",247,74
"Gatling, Stafford",249,76
"Marsh, Aaron",190,73
"Square, Damion",293,74
"Roberson, James",275,75
"Seyboth, Frank",180,69
"Galimore, Willie",187,73
"Jack, Eric",173,70
"Van Duyne, Bob",243,77
"Kovach, Jim",230,74
"Kelley, Jeremy",231,78
"Aspatore, Ed",220,73
"Alexander, Rogers",222,75
"Overmyer, Bill",220,75
"Barnes, Bruce",215,71
"Tanney, Alex",220,76
"Calhoun, Rick",190,67
"Koeninger, Art",202,73
"West, Stan",235,74
"Tomasetti, Lou",198,72
"Martin, Sam",211,73
"Watford, Jerry",205,75
"Adams, Chet",233,75
"Jasper, Michael",375,76
"Alvarado, Delbert",205,72
"Yarno, George",260,74
"Cavka, Marko",294,79
"Jackson, Marlin",196,72
"Ransom, Brian",205,75
"Farmer, Tom",190,71
"Anderson, C.J.",224,68
"Baron, Woody",265,73
"Johnson, Joe",195,74
"Kottler, Marty",180,69
"Chamberlain, Dan",200,75
"Sanchez, Mark",225,74
"Harkey, Steve",215,72
"King, Steve",232,76
"Reeder, Dan",235,71
"Lauer, Dutch",183,70
"Gipson, Marcell",190,70
"Hanson, Dick",280,78
"Fitzgerald, Jim",215,71
"Harris, Elroy",218,69
"Neuheisel, Rick",190,73
"Petersen, Ted",244,77
"Alexander, Kevin",265,76
"Parsons, Bob",234,76
